Sr.No.,Challan No.,Scroll Date,Scroll No.,Scroll Amt
43146,12736,06-JAN-21,060121,622604
43147,27214,06-JAN-21,060121,14770
43148,IKD0519267,06-JAN-21,060121,1655497
43149,44139,07-JAN-21,070121,17880
43150,69291,07-JAN-21,070121,68095
43151,13859,07-JAN-21,070121,51910
43152,131903,07-JAN-21,070121,283290
43153,35583,07-JAN-21,070121,15055
43154,69217,02-MAR-21,020321,47045
43155,58835,02-MAR-21,020321,53410
43156,95790,02-MAR-21,020321,1460
43157,10992,02-MAR-21,020321,6615
43158,90563,02-MAR-21,020321,425345
43159,90564,02-MAR-21,020321,111867
43160,28875,02-MAR-21,020321,38435
43161,360224,02-MAR-21,020321,99754
43162,58462,30-MAR-21,300321,40950
43163,43470,30-MAR-21,300321,27575
43164,43103,30-MAR-21,300321,21425
43165,39398,30-MAR-21,300321,15225
43166,63375,30-MAR-21,300321,3190
43167,5710803,30-MAR-21,300321,12335
43168,10947,30-MAR-21,300321,22425
43169,484279,30-MAR-21,300321,8210
43170,59832,30-MAR-21,300321,12107
43171,88325,30-MAR-21,300321,1410
43172,39025,22-MAR-21,220321,160
43173,88329,22-MAR-21,220321,120
43174,A915458,22-MAR-21,220321,520000
43175,B915458,22-MAR-21,220321,131750
43176,C915458,22-MAR-21,220321,10000
43177,D915458,22-MAR-21,220321,768163
43178,537659,22-MAR-21,220321,852000
43179,133167,22-MAR-21,220321,7355
43180,99871,03-FEB-21,030221,14455
43181,49942,03-FEB-21,030221,14585
43182,49943,03-FEB-21,030221,14760
43183,10929,03-FEB-21,030221,82210
43184,927657,03-FEB-21,030221,6615
43185,32379,03-FEB-21,030221,23625
43186,94170,03-FEB-21,030221,52393
43187,12659,03-FEB-21,030221,620334
43188,917827,03-FEB-21,030221,46205
43189,2095,03-FEB-21,030221,11095
43190,2096,03-FEB-21,030221,9625
43191,133177,03-FEB-21,030221,12345
43192,99905,11-NOV-20,111120,7840
43193,99906,11-NOV-20,111120,10285
43194,61300,11-NOV-20,111120,228414
43195,61299,11-NOV-20,111120,391066
43196,384847,11-NOV-20,111120,8035
43197,66499,11-NOV-20,111120,4385
43198,66500,11-NOV-20,111120,3245
43199,1111,11-NOV-20,111120,11645
43200,11645,11-NOV-20,111120,3870
43201,85401,11-NOV-20,111120,18190
43202,38781,11-NOV-20,111120,130555
43203,439441,11-NOV-20,111120,7660
43204,439194,11-NOV-20,111120,7895
43205,589292,11-NOV-20,111120,25290
43206,589291,11-NOV-20,111120,41860
43207,473275,11-NOV-20,111120,28595
43208,94106,11-NOV-20,111120,48731
43209,A973189,11-NOV-20,111120,22540
43210,993616,11-NOV-20,111120,426345
43211,133005,11-NOV-20,111120,1405
43212,74971,25-NOV-20,251120,39530
43213,51943,25-NOV-20,251120,1140
43214,28588,25-NOV-20,251120,17442
43215,28587,25-NOV-20,251120,129320
43216,28586,25-NOV-20,251120,30041
43217,28585,25-NOV-20,251120,213190
43218,48057,25-NOV-20,251120,14805
43219,49441,25-NOV-20,251120,49441
43220,49193,25-NOV-20,251120,49193
43221,44928,25-NOV-20,251120,52950
43222,44930,25-NOV-20,251120,69503
43223,44929,25-NOV-20,251120,56700
43224,99919,25-NOV-20,251120,25130
43225,80807,14-DEC-20,141220,159825
43226,81543,14-DEC-20,141220,33160
43227,74989,14-DEC-20,141220,37985
43228,A311849,14-DEC-20,141220,24340
43229,13886,14-DEC-20,141220,65615
43230,57756,14-DEC-20,141220,158514
43231,28622,14-DEC-20,141220,265395
43232,28623,14-DEC-20,141220,39887
43233,55963,14-DEC-20,141220,55963
43234,74999,22-DEC-20,221220,58950
43235,13698,22-DEC-20,221220,80769
43236,13697,22-DEC-20,221220,108985
43237,13893,22-DEC-20,221220,58890
43238,57102,22-DEC-20,221220,113575
43239,949971,22-DEC-20,221220,21445
43240,28625,22-DEC-20,221220,24023
43241,28624,22-DEC-20,221220,329870
43242,A524931,22-DEC-20,221220,3
43243,46657,22-DEC-20,221220,36185
43244,20755,22-DEC-20,221220,20755
43245,33951,22-DEC-20,221220,32210
43246,99897,22-DEC-20,221220,9355
43247,802139,22-DEC-20,221220,36665
43248,46625,18-JAN-21,180121,3510
43249,56257,18-JAN-21,180121,3155
43250,99853,18-JAN-21,180121,18270
43251,41209,18-JAN-21,180121,34080
43252,45712,18-JAN-21,180121,45675
43253,A641165,18-JAN-21,180121,80798
43254,12746,18-JAN-21,180121,278740
43255,66423,18-JAN-21,180121,5255
43256,27225,18-JAN-21,180121,16670
43257,52073,18-JAN-21,180121,9465
43258,IKD0702386,18-JAN-21,180121,771593
43259,49932,27-JAN-21,270121,13270
43260,52067,30-JAN-21,300121,16500
43261,69270,05-FEB-21,050221,48675
43262,58913,05-FEB-21,050221,61125
43263,174879,05-FEB-21,050221,216773
43264,89441,05-FEB-21,050221,41108
43265,95776,05-FEB-21,050221,2085
43266,133925,05-FEB-21,050221,133925
43267,A973039,17-FEB-21,170221,41165
43268,12670,17-FEB-21,170221,1251999
43269,IKD0851004,18-FEB-21,180221,1802487
43270,3480285,18-FEB-21,180221,40670
43271,9925,26-FEB-21,260221,9925
43272,158047,26-FEB-21,260221,158047
43273,43491,26-FEB-21,260221,33075
43274,38865,26-FEB-21,260221,18315
43275,A063013,26-FEB-21,260221,7660
43276,10936,26-FEB-21,260221,116100
43277,10935,26-FEB-21,260221,150185
43278,59765,26-FEB-21,260221,35345
43279,A973045,26-FEB-21,260221,70330
43280,5755,26-FEB-21,260221,411072
43281,133168,23-MAR-21,230321,15925
43282,IKD1128947,24-MAR-21,240321,1987706
43283,12704,01-DEC-20,011220,221177
43284,66436,01-DEC-20,011220,4800
43285,133021,01-DEC-20,011220,5460
43286,IKD0370057,01-DEC-20,011220,366588
43287,IKD0368575,01-DEC-20,011220,1814452
43288,IKD0569954,29-DEC-20,291220,1571041
43289,48249,07-JAN-21,070121,42483
43290,48248,07-JAN-21,070121,275735
43291,70603,07-JAN-21,070121,34066
43292,765,07-JAN-21,070121,765
43293,A358176,07-JAN-21,070121,63800
43294,43067,07-JAN-21,070121,12040
43295,19330,07-JAN-21,070121,19330
43296,45701,07-JAN-21,070121,103200
43297,12737,07-JAN-21,070121,154975
43298,98890,02-MAR-21,020321,5
43299,43492,02-MAR-21,020321,62265
43300,58971,02-MAR-21,020321,17810
43301,71843,02-MAR-21,020321,10440
43302,29390,02-MAR-21,020321,29390
43303,59766,02-MAR-21,020321,22450
43304,5756,02-MAR-21,020321,270419
43305,A915387,02-MAR-21,020321,823017
43306,13415,02-MAR-21,020321,15355
43307,13416,02-MAR-21,020321,8810
43308,49966,02-MAR-21,020321,25175
43309,49967,02-MAR-21,020321,16955
43310,10995,02-MAR-21,020321,99690
43311,90565,02-MAR-21,020321,385910
43312,90566,02-MAR-21,020321,50685
43313,5774,30-MAR-21,300321,339455
43314,88334,30-MAR-21,300321,225
43315,88280,30-MAR-21,300321,2435
43316,133172,30-MAR-21,300321,9520
43317,686219,30-MAR-21,300321,24780
43318,702443,19-MAR-21,190321,98095
43319,95804,19-MAR-21,190321,3715
43320,95805,19-MAR-21,190321,3550
43321,95806,19-MAR-21,190321,18395
43322,95807,19-MAR-21,190321,95
43323,A302375,19-MAR-21,190321,296050
43324,B302375,19-MAR-21,190321,37375
43325,C302375,19-MAR-21,190321,350260
43326,D302375,19-MAR-21,190321,49359
43327,E302375,19-MAR-21,190321,273085
43328,548072,19-MAR-21,190321,16110
43329,54868,19-MAR-21,190321,5040
43330,548067,19-MAR-21,190321,5
43331,951126,19-MAR-21,190321,103775
43332,951128,19-MAR-21,190321,48980
43333,951127,19-MAR-21,190321,116765
43334,951129,19-MAR-21,190321,133560
43335,951130,19-MAR-21,190321,102120
43336,69269,04-FEB-21,040221,56155
43337,64515,04-FEB-21,040221,64515
43338,91787,04-FEB-21,040221,1575
43339,126932,04-FEB-21,040221,126932
43340,56272,04-FEB-21,040221,29185
43341,99872,04-FEB-21,040221,22260
43342,74959,12-NOV-20,121120,49990
43343,470956,12-NOV-20,121120,56145
43344,434139,12-NOV-20,121120,8930
43345,48035,12-NOV-20,121120,33642
43346,A48035,12-NOV-20,121120,363300
43347,70995,12-NOV-20,121120,23155
43348,A70995,12-NOV-20,121120,64510
43349,94258,12-NOV-20,121120,95918
43350,94257,12-NOV-20,121120,9980
43351,99907,12-NOV-20,121120,9325
43352,384848,12-NOV-20,121120,4150
43353,66451,12-NOV-20,121120,3300
43354,1161,12-NOV-20,121120,2170
43355,74645,25-NOV-20,251120,74645
43356,71535,25-NOV-20,251120,31740
43357,66463,25-NOV-20,251120,12830
43358,66464,25-NOV-20,251120,8930
43359,61103,25-NOV-20,251120,6920
43360,61102,25-NOV-20,251120,13920
43361,438157,25-NOV-20,251120,5530
43362,439464,25-NOV-20,251120,3150
43363,32340,25-NOV-20,251120,1260
43364,94116,25-NOV-20,251120,71753
43365,14805,25-NOV-20,251120,55665
43366,14804,25-NOV-20,251120,108045
43367,12701,25-NOV-20,251120,426076
43368,61205,25-NOV-20,251120,27135
43369,66433,25-NOV-20,251120,22950
43370,52129,25-NOV-20,251120,3895
43371,74973,26-NOV-20,261120,63620
43372,87315,14-DEC-20,141220,8626
43373,87314,14-DEC-20,141220,26160
43374,44796,14-DEC-20,141220,61800
43375,99888,14-DEC-20,141220,20240
43376,71550,14-DEC-20,141220,26785
43377,38789,14-DEC-20,141220,72195
43378,927476,14-DEC-20,141220,9155
43379,12716,14-DEC-20,141220,33093
43380,66446,14-DEC-20,141220,19665
43381,56786,14-DEC-20,141220,20080
43382,52171,14-DEC-20,141220,30715
43383,32348,22-DEC-20,221220,70562
43384,13232,22-DEC-20,221220,111515
43385,A973158,22-DEC-20,221220,54670
43386,12724,22-DEC-20,221220,272359
43387,66404,22-DEC-20,221220,13940
43388,66403,22-DEC-20,221220,16845
43389,56795,22-DEC-20,221220,4145
43390,18095,22-DEC-20,221220,5510
43391,56273,05-FEB-21,050221,47820
43392,99873,05-FEB-21,050221,35825
43393,61174,05-FEB-21,050221,16800
43394,12661,05-FEB-21,050221,419133
43395,52070,05-FEB-21,050221,12080
43396,69208,18-FEB-21,180221,67840
43397,33215,18-FEB-21,180221,17935
43398,59826,18-FEB-21,180221,91915
43399,10980,18-FEB-21,180221,19220
43400,90520,18-FEB-21,180221,36237
43401,90519,18-FEB-21,180221,462765
43402,548949,18-FEB-21,180221,137760
43403,71835,18-FEB-21,180221,28615
43404,A924610,18-FEB-21,180221,129175
43405,484090,18-FEB-21,180221,19410
43406,59757,18-FEB-21,180221,53980
43407,59758,18-FEB-21,180221,15606
43408,IKD1038518,26-FEB-21,260221,473525
43409,1200000,26-FEB-21,260221,1200000
43410,3480494,24-MAR-21,240321,6360
43411,69242,24-MAR-21,240321,34060
43412,69241,24-MAR-21,240321,43285
43413,43359,24-MAR-21,240321,43890
43414,43360,24-MAR-21,240321,25270
43415,702671,24-MAR-21,240321,13840
43416,95811,24-MAR-21,240321,6850
43417,36266,24-MAR-21,240321,2100
43418,90604,24-MAR-21,240321,40800
43419,90601,24-MAR-21,240321,245595
43420,90602,24-MAR-21,240321,53848
43421,90603,24-MAR-21,240321,171127
43422,81130,24-MAR-21,240321,81130
43423,27980,24-MAR-21,240321,27980
43424,IKD0369260,01-DEC-20,011220,487389
43425,IKD0371981,01-DEC-20,011220,416127
43426,IKD0373863,01-DEC-20,011220,676331
43427,IKD0379496,01-DEC-20,011220,1277153
43428,69279,29-DEC-20,291220,51835
43429,13660,29-DEC-20,291220,45675
43430,13659,29-DEC-20,291220,93300
43431,13896,29-DEC-20,291220,37150
43432,13897,29-DEC-20,291220,64630
43433,950552,29-DEC-20,291220,35390
43434,28735,29-DEC-20,291220,31702
43435,28734,29-DEC-20,291220,259175
43436,48206,29-DEC-20,291220,263
43437,81760,29-DEC-20,291220,81760
43438,783412,29-DEC-20,291220,3330906
43439,46665,29-DEC-20,291220,10815
43440,46666,29-DEC-20,291220,9450
43441,43055,29-DEC-20,291220,4040
43442,A122609,29-DEC-20,291220,24565
43443,2715,07-JAN-21,070121,21495
43444,IKD0625609,07-JAN-21,070121,199975
43445,IKD0624843,07-JAN-21,070121,949470
43446,43069,11-JAN-21,110121,25705
43447,38797,11-JAN-21,110121,123055
43448,927255,11-JAN-21,110121,5585
43449,98620,02-MAR-21,020321,98620
43450,71844,02-MAR-21,020321,11520
43451,IKD1058827,02-MAR-21,020321,1879287
43452,3480483,12-MAR-21,120321,10970
43453,69229,12-MAR-21,120321,89785
43454,58847,12-MAR-21,120321,63560
43455,994257,12-MAR-21,120321,4505233
43456,A525173,19-MAR-21,190321,377900
43457,88355,19-MAR-21,190321,27470
43458,88356,19-MAR-21,190321,26990
43459,88357,19-MAR-21,190321,63015
43460,88358,19-MAR-21,190321,15630
43461,88359,19-MAR-21,190321,29590
43462,43459,19-MAR-21,190321,36574
43463,43460,19-MAR-21,190321,132
43464,43458,19-MAR-21,190321,44325
43465,43461,19-MAR-21,190321,34500
43466,4462,19-MAR-21,190321,32604
43467,49944,04-FEB-21,040221,8645
43468,30830,04-FEB-21,040221,30830
43469,94171,04-FEB-21,040221,13465
43470,A512367,04-FEB-21,040221,5000
43471,B512367,04-FEB-21,040221,20000
43472,12660,04-FEB-21,040221,408656
43473,12634,04-FEB-21,040221,21633
43474,133178,04-FEB-21,040221,18315
43475,IKD756372,04-FEB-21,040221,739654
43476,438831,12-NOV-20,121120,190
43477,94107,12-NOV-20,121120,3150
43478,493058,12-NOV-20,121120,52495
43479,493057,12-NOV-20,121120,15655
43480,493056,12-NOV-20,121120,56290
43481,993617,12-NOV-20,121120,270594
43482,A915413,12-NOV-20,121120,540840
43483,18174,12-NOV-20,121120,3310
43484,A640660,26-NOV-20,261120,12785
43485,57433,26-NOV-20,261120,118143
43486,28589,26-NOV-20,261120,33596
43487,A28589,26-NOV-20,261120,227622
43488,86579,26-NOV-20,261120,86579
43489,255,26-NOV-20,261120,255
43490,44933,26-NOV-20,261120,37328
43491,44932,26-NOV-20,261120,8630
43492,657862,26-NOV-20,261120,19845
43493,658139,26-NOV-20,261120,14695
43494,99920,26-NOV-20,261120,18245
43495,71536,26-NOV-20,261120,17705
43496,66465,26-NOV-20,261120,13825
43497,A839724,26-NOV-20,261120,30400
43498,439158,26-NOV-20,261120,1425
43499,32341,26-NOV-20,261120,30635
43500,94117,26-NOV-20,261120,20429
43501,14806,26-NOV-20,261120,94220
43502,IKD0480866,14-DEC-20,141220,1153021
43503,IKD487934,15-DEC-20,151220,541522
43504,75000,23-DEC-20,231220,60930
43505,69276,23-DEC-20,231220,51145
43506,13700,23-DEC-20,231220,1160
43507,13851,23-DEC-20,231220,143672
43508,13894,23-DEC-20,231220,138085
43509,131791,23-DEC-20,231220,127417
43510,131718,23-DEC-20,231220,82145
43511,950030,23-DEC-20,231220,21420
43512,624807,23-DEC-20,231220,30850
43513,91948,23-DEC-20,231220,29862
43514,28727,23-DEC-20,231220,33794
43515,28729,23-DEC-20,231220,28248
43516,28726,23-DEC-20,231220,275830
43517,28728,23-DEC-20,231220,152740
43518,68260,23-DEC-20,231220,68260
43519,46079,23-DEC-20,231220,46079
43520,85645,23-DEC-20,231220,85645
43521,783409,23-DEC-20,231220,3787622
43522,46658,23-DEC-20,231220,19735
43523,46558,23-DEC-20,231220,41133
43524,1778971,28-JAN-21,280121,76200
43525,69261,28-JAN-21,280121,89735
43526,69259,28-JAN-21,280121,62635
43527,69260,28-JAN-21,280121,81620
43528,58904,28-JAN-21,280121,115245
43529,58903,28-JAN-21,280121,100025
43530,58902,28-JAN-21,280121,73600
43531,175064,28-JAN-21,280121,50000
43532,174035,28-JAN-21,280121,209825
43533,174267,28-JAN-21,280121,185420
43534,174353,28-JAN-21,280121,105440
43535,35597,28-JAN-21,280121,15975
43536,35598,28-JAN-21,280121,12460
43537,A312400,28-JAN-21,280121,4111538
43538,91779,28-JAN-21,280121,19846
43539,131613,28-JAN-21,280121,131613
43540,A6300,28-JAN-21,280121,6300
43541,52498,28-JAN-21,280121,52498
43542,238214,28-JAN-21,280121,238214
43543,5678405,28-JAN-21,280121,424505
43544,IKD0762211,05-FEB-21,050221,1058714
43545,69273,09-FEB-21,090221,56295
43546,58916,09-FEB-21,090221,47125
43547,175366,09-FEB-21,090221,266520
43548,95779,09-FEB-21,090221,7835
43549,12671,18-FEB-21,180221,402667
43550,3480286,20-FEB-21,200221,15775
43551,69209,20-FEB-21,200221,56680
43552,58828,20-FEB-21,200221,36770
43553,12957,20-FEB-21,200221,3529781
43554,393,20-FEB-21,200221,393
43555,95783,20-FEB-21,200221,21375
43556,10981,20-FEB-21,200221,8348
43557,90522,20-FEB-21,200221,25543
43558,90521,20-FEB-21,200221,382700
43559,43485,20-FEB-21,200221,41985
43560,3480299,06-MAR-21,060321,8375
43561,69224,06-MAR-21,060321,71430
43562,13419,06-MAR-21,060321,22790
43563,58842,06-MAR-21,060321,50565
43564,95796,06-MAR-21,060321,9750
43565,48404,06-MAR-21,060321,34473
43566,48403,06-MAR-21,060321,516305
43567,12600,06-MAR-21,060321,12600
43568,149020,06-MAR-21,060321,149020
43569,48576,06-MAR-21,060321,410
43570,53569,06-MAR-21,060321,42841
43571,43499,06-MAR-21,060321,24460
43572,58932,06-MAR-21,060321,20390
43573,88353,24-MAR-21,240321,338625
43574,56277,24-MAR-21,240321,50000
43575,43466,24-MAR-21,240321,27115
43576,43467,24-MAR-21,240321,110
43577,A562125,24-MAR-21,240321,40
43578,58949,24-MAR-21,240321,14130
43579,58950,24-MAR-21,240321,18895
43580,39394,24-MAR-21,240321,21630
43581,74981,04-DEC-20,041220,40550
43582,13879,04-DEC-20,041220,52190
43583,58375,04-DEC-20,041220,92405
43584,28607,04-DEC-20,041220,43208
43585,28606,04-DEC-20,041220,210375
43586,7256580,04-DEC-20,041220,15255
43587,99879,04-DEC-20,041220,3730
43588,7250781,04-DEC-20,041220,4360
43589,71543,04-DEC-20,041220,31205
43590,38793,29-DEC-20,291220,116905
43591,927456,29-DEC-20,291220,8730
43592,13237,29-DEC-20,291220,98870
43593,A516048,29-DEC-20,291220,66238
43594,A516049,29-DEC-20,291220,77333
43595,B516049,29-DEC-20,291220,135135
43596,12729,29-DEC-20,291220,300739
43597,66408,29-DEC-20,291220,21735
43598,56800,29-DEC-20,291220,26870
43599,56799,29-DEC-20,291220,14495
43600,18091,29-DEC-20,291220,13285
43601,45704,11-JAN-21,110121,100010
43602,12739,11-JAN-21,110121,350160
43603,66417,11-JAN-21,110121,6140
43604,IKD0637248,11-JAN-21,110121,688625
43605,IKD0648115,11-JAN-21,110121,1056216
43606,3480294,03-MAR-21,030321,13450
43607,3480295,03-MAR-21,030321,3940
43608,3480296,03-MAR-21,030321,11530
43609,69220,03-MAR-21,030321,51060
43610,A69220,03-MAR-21,030321,75300
43611,69219,03-MAR-21,030321,52575
43612,69218,03-MAR-21,030321,60590
43613,58838,03-MAR-21,030321,43710
43614,58837,03-MAR-21,030321,83520
43615,58836,03-MAR-21,030321,100945
43616,58833,03-MAR-21,030321,57285
43617,756193,12-MAR-21,120321,164590
43618,95800,12-MAR-21,120321,11080
43619,48414,12-MAR-21,120321,45906
43620,48413,12-MAR-21,120321,443220
43621,48328,12-MAR-21,120321,22305
43622,3308,12-MAR-21,120321,3308
43623,126820,12-MAR-21,120321,126820
43624,64802,12-MAR-21,120321,63135
43625,43454,12-MAR-21,120321,51310
43626,58937,12-MAR-21,120321,24095
43627,71578,12-MAR-21,120321,7425
43628,39387,12-MAR-21,120321,16235
43629,63359,12-MAR-21,120321,16050
43630,58941,19-MAR-21,190321,19480
43631,58942,19-MAR-21,190321,19815
43632,58943,19-MAR-21,190321,19330
43633,58944,19-MAR-21,190321,20180
43634,58945,19-MAR-21,190321,24240
43635,7660,19-MAR-21,190321,7660
43636,034372,19-MAR-21,190321,12640
43637,71582,19-MAR-21,190321,12125
43638,71583,19-MAR-21,190321,13310
43639,71584,19-MAR-21,190321,7640
43640,71585,19-MAR-21,190321,20950
43641,39390,19-MAR-21,190321,64090
43642,IKD0762653,06-FEB-21,060221,2365542
43643,69271,06-FEB-21,060221,62160
43644,2098,06-FEB-21,060221,11205
43645,2097,06-FEB-21,060221,11395
43646,42006,06-FEB-21,060221,32150
43647,58914,06-FEB-21,060221,69540
43648,174535,06-FEB-21,060221,191585
43649,40440,06-FEB-21,060221,40440
43650,95777,06-FEB-21,060221,830
43651,74960,13-NOV-20,131120,39115
43652,470168,13-NOV-20,131120,74195
43653,434225,13-NOV-20,131120,33830
43654,48038,13-NOV-20,131120,40231
43655,48037,13-NOV-20,131120,218015
43656,90659,13-NOV-20,131120,56615
43657,43699,13-NOV-20,131120,32270
43658,94259,13-NOV-20,131120,22220
43659,94260,13-NOV-20,131120,92055
43660,781081,13-NOV-20,131120,9090
43661,99908,13-NOV-20,131120,10785
43662,61302,13-NOV-20,131120,389646
43663,A384847,13-NOV-20,131120,5135
43664,66452,13-NOV-20,131120,6725
43665,9640,13-NOV-20,131120,9640
43666,12702,26-NOV-20,261120,208237
43667,16175,26-NOV-20,261120,16175
43668,A060637,27-NOV-20,271120,765000
43669,71537,27-NOV-20,271120,26955
43670,56772,27-NOV-20,271120,11890
43671,56771,27-NOV-20,271120,25140
43672,438908,27-NOV-20,271120,5210
43673,94118,27-NOV-20,271120,10525
43674,IKD0481691,15-DEC-20,151220,862838
43675,80808,15-DEC-20,151220,99660
43676,85256,15-DEC-20,151220,50595
43677,74990,15-DEC-20,151220,44465
43678,93685,15-DEC-20,151220,93685
43679,95271,15-DEC-20,151220,95271
43680,13887,15-DEC-20,151220,34135
43681,57760,15-DEC-20,151220,133040
43682,28709,15-DEC-20,151220,273687
43683,28710,15-DEC-20,151220,41461
43684,76051,15-DEC-20,151220,76051
43685,87317,15-DEC-20,151220,22745
43686,87318,15-DEC-20,151220,22307
43687,99889,15-DEC-20,151220,15200
43688,60537,23-DEC-20,231220,38235
43689,43051,23-DEC-20,231220,16455
43690,43052,23-DEC-20,231220,10490
43691,71860,23-DEC-20,231220,19685
43692,61129,23-DEC-20,231220,14610
43693,61130,23-DEC-20,231220,35405
43694,385576,23-DEC-20,231220,49970
43695,31533,23-DEC-20,231220,12295
43696,38792,23-DEC-20,231220,182900
43697,927454,23-DEC-20,231220,8045
43698,13234,23-DEC-20,231220,68115
43699,13233,23-DEC-20,231220,155515
43700,12725,23-DEC-20,231220,484903
43701,66405,23-DEC-20,231220,6080
43702,56268,28-JAN-21,280121,5000
43703,56265,28-JAN-21,280121,28945
43704,99862,28-JAN-21,280121,28820
43705,99863,28-JAN-21,280121,7015
43706,99864,28-JAN-21,280121,8335
43707,A642858,28-JAN-21,280121,1425000
43708,5671169,28-JAN-21,280121,85275
43709,107368,09-FEB-21,090221,107368
43710,4570,09-FEB-21,090221,4570
43711,43476,09-FEB-21,090221,48305
43712,42957,09-FEB-21,090221,10515
43713,94175,09-FEB-21,090221,45345
43714,12664,09-FEB-21,090221,391845
43715,49948,09-FEB-21,090221,11620
43716,133182,09-FEB-21,090221,20180
43717,633,20-FEB-21,200221,628192
43718,71836,20-FEB-21,200221,14540
43719,5010,20-FEB-21,200221,5010
43720,28590,20-FEB-21,200221,28590
43721,484017,20-FEB-21,200221,9110
43722,63628,20-FEB-21,200221,22375
43723,59759,20-FEB-21,200221,26329
43724,12872,20-FEB-21,200221,19136
43725,71849,06-MAR-21,060321,12050
43726,39383,06-MAR-21,060321,27595
43727,63354,06-MAR-21,060321,13485
43728,63353,06-MAR-21,060321,13505
43729,10938,06-MAR-21,060321,85840
43730,484086,06-MAR-21,060321,13770
43731,64558,06-MAR-21,060321,84763
43732,32386,06-MAR-21,060321,710
43733,59770,06-MAR-21,060321,31060
43734,767933,06-MAR-21,060321,79275
43735,5760,06-MAR-21,060321,407580
43736,63372,24-MAR-21,240321,7320
43737,63371,24-MAR-21,240321,13330
43738,24899,24-MAR-21,240321,13345
43739,10944,24-MAR-21,240321,32365
43740,10943,24-MAR-21,240321,122865
43741,A949893,24-MAR-21,240321,530
43742,59829,24-MAR-21,240321,49505
43743,61778,24-MAR-21,240321,14585
43744,88321,24-MAR-21,240321,2530
43745,88320,24-MAR-21,240321,30
43746,A512373,24-MAR-21,240321,50000
43747,66473,04-DEC-20,041220,20145
43748,94122,04-DEC-20,041220,22339
43749,12703,04-DEC-20,041220,221853
43750,52147,04-DEC-20,041220,17335
43751,69280,30-DEC-20,301220,71925
43752,69281,30-DEC-20,301220,57825
43753,69282,30-DEC-20,301220,62725
43754,69283,30-DEC-20,301220,44070
43755,13655,30-DEC-20,301220,3452000
43756,13900,30-DEC-20,301220,40725
43757,13898,30-DEC-20,301220,78860
43758,A13851,30-DEC-20,301220,30875
43759,13899,30-DEC-20,301220,58970
43760,131028,30-DEC-20,301220,40090
43761,131736,30-DEC-20,301220,176840
43762,131217,30-DEC-20,301220,145887
43763,131586,30-DEC-20,301220,112230
43764,950940,30-DEC-20,301220,104203
43765,48207,30-DEC-20,301220,20
43766,28737,30-DEC-20,301220,39936
43767,28739,30-DEC-20,301220,33338
43768,28743,30-DEC-20,301220,46109
43769,28736,30-DEC-20,301220,272515
43770,28738,30-DEC-20,301220,320645
43771,28740,30-DEC-20,301220,285542
43772,28741,30-DEC-20,301220,59136
43773,28742,30-DEC-20,301220,180460
43774,4500000,30-DEC-20,301220,4500000
43775,92565,30-DEC-20,301220,92565
43776,IKD0654126,11-JAN-21,110121,874560
43777,44149,19-JAN-21,190121,17680
43778,69252,19-JAN-21,190121,42450
43779,13870,19-JAN-21,190121,32975
43780,174291,19-JAN-21,190121,132950
43781,35591,19-JAN-21,190121,11440
43782,48402,19-JAN-21,190121,33885
43783,48401,19-JAN-21,190121,251061
43784,54741,19-JAN-21,190121,54741
43785,95791,03-MAR-21,030321,2790
43786,95792,03-MAR-21,030321,6990
43787,95793,03-MAR-21,030321,6085
43788,90568,03-MAR-21,030321,36397
43789,90570,03-MAR-21,030321,35002
43790,90572,03-MAR-21,030321,47375
43791,90571,03-MAR-21,030321,298245
43792,90569,03-MAR-21,030321,392605
43793,90567,03-MAR-21,030321,338597
43794,548921,03-MAR-21,030321,3845
43795,548954,03-MAR-21,030321,12343
43796,951111,03-MAR-21,030321,87350
43797,951110,03-MAR-21,030321,113660
43798,951112,03-MAR-21,030321,61205
43799,4540,03-MAR-21,030321,3308
43800,484120,12-MAR-21,120321,485
43801,59771,12-MAR-21,120321,34595
43802,88308,12-MAR-21,120321,4620
43803,767938,12-MAR-21,120321,96180
43804,5764,12-MAR-21,120321,447908
43805,39045,12-MAR-21,120321,860
43806,40124,12-MAR-21,120321,165
43807,133158,12-MAR-21,120321,18540
43808,IKD1084816,12-MAR-21,120321,322772
43809,IKD10900098,12-MAR-21,120321,1715091
43810,63365,19-MAR-21,190321,8540
43811,63364,19-MAR-21,190321,13865
43812,63366,19-MAR-21,190321,13075
43813,63367,19-MAR-21,190321,7740
43814,63363,19-MAR-21,190321,9245
43815,A507916,19-MAR-21,190321,37075
43816,10942,19-MAR-21,190321,193390
43817,483965,19-MAR-21,190321,8675
43818,484285,19-MAR-21,190321,9155
43819,56274,06-FEB-21,060221,30630
43820,99874,06-FEB-21,060221,16095
43821,51175,06-FEB-21,060221,17595
43822,10930,06-FEB-21,060221,101355
43823,94173,06-FEB-21,060221,17272
43824,12662,06-FEB-21,060221,416974
43825,52058,06-FEB-21,060221,8195
43826,438391,13-NOV-20,131120,15035
43827,94108,13-NOV-20,131120,7501
43828,493060,13-NOV-20,131120,36450
43829,493061,13-NOV-20,131120,40280
43830,993618,13-NOV-20,131120,221737
43831,133008,13-NOV-20,131120,10670
43832,IKD321568,17-NOV-20,171120,3119059
43833,18074,27-NOV-20,271120,81525
43834,12703,27-NOV-20,271120,220622
43835,66434,27-NOV-20,271120,4920
