Sr.No.,Challan No.,Scroll Date,Scroll No.,Scroll Amt,Match,Match_Num,Chalan_Dates
12547,4603,10-01-2022,100122,1910,,0,
12548,130890,10-01-2022,100122,62380,,0,
12549,130981,10-01-2022,100122,45610,,0,
12550,98738,10-01-2022,100122,1365,507542,1,06-01-2022
12551,18110,10-01-2022,100122,90080,215244,1,06-01-2022
12552,69154,10-01-2022,100122,22065,,0,
12553,A14883,10-01-2022,100122,11622,,0,
12554,14981,10-01-2022,100122,10199,483199,1,06-01-2022
12555,A000215,10-01-2022,100122,77140,,0,
12556,79778,29-01-2022,290122,33641,,0,
12557,79777,29-01-2022,290122,32185,,0,
12558,104890,29-01-2022,290122,33820,,0,
13434,436744,21-01-2022,210122,495,366400; 858570,2,2022-01-03; 2022-01-10
12560,14897,29-01-2022,290122,17922,,0,
12561,14997,29-01-2022,290122,10380,,0,
12562,13065,29-01-2022,290122,18705,855693,1,05-01-2022
12563,107347,04-02-2022,40222,570,15480; 60052; 892782,3,2022-02-02; 2022-01-24; 2021-12-23
12564,37761,04-02-2022,40222,206753,,0,
12565,37716,04-02-2022,40222,40,637200; 855798; 976614,3,2022-01-25; 2021-12-20; 2022-01-17
12566,78969,04-02-2022,40222,30,1724; 1738; 1747; 7574; 7591; 20655; 373060; 373066; 373077; 373084; 637634; 858340; 858342; 976610,14,2021-12-31; 2022-01-21; 2022-02-03; 2021-12-28; 2022-01-15; 2022-02-03; 2022-01-03; 2022-01-10; 2022-01-22; 2022-01-30; 2022-01-13; 2022-01-07; 2022-01-11; 2021-12-29
13502,495,03-02-2022,30222,495,366400; 858570,2,2022-01-03; 2022-01-10
14328,64830,10-02-2022,100222,495,366400; 858570,2,2022-01-03; 2022-01-10
12569,656241,04-02-2022,40222,2205,,0,
12570,A656241,04-02-2022,40222,199828,,0,
12571,7448,04-02-2022,40222,271895,7448,1,02-02-2022
12572,4623,04-02-2022,40222,2340,,0,
12573,285,01-02-2022,10222,285,855085; 892788; 976443,3,2022-01-13; 2021-12-29; 2021-12-04
12574,126210,01-02-2022,10222,40746,,0,
12575,126167,01-02-2022,10222,1820,373959,1,29-01-2022
12576,126183,01-02-2022,10222,1765,,0,
12577,44464,01-02-2022,10222,45095,,0,
12578,A44463,01-02-2022,10222,57550,,0,
12579,44462,01-02-2022,10222,40690,,0,
12580,44461,01-02-2022,10222,59395,,0,
12581,14003,01-02-2022,10222,260,,0,
12582,3983,01-02-2022,10222,751981,,0,
12583,2171,01-02-2022,10222,90,7578; 369739; 369744; 373064; 373065; 373083; 373154; 637198; 858553,9,2022-01-01; 2021-12-23; 2021-12-29; 2022-01-06; 2022-01-07; 2022-01-29; 2022-01-25; 2022-01-19; 2021-12-20
12584,815278,01-02-2022,10222,230,1743; 7594; 373051; 976615,4,2022-01-29; 2022-01-17; 2021-12-24; 2022-01-18
12585,815822,01-02-2022,10222,1400,224797,1,18-12-2021
12586,67757,01-02-2022,10222,27285,,0,
12587,9259,01-02-2022,10222,2140,,0,
12588,9244,01-02-2022,10222,770,976446,1,08-12-2021
12589,9279,01-02-2022,10222,250,,0,
12590,4254,01-02-2022,10222,1305,507108,1,08-12-2021
12591,A215754,02-02-2022,20222,1517129,,0,
12592,37714,02-02-2022,20222,5460,,0,
12593,78967,02-02-2022,20222,8240,,0,
12594,37759,02-02-2022,20222,107448,,0,
12595,37758,02-02-2022,20222,118748,,0,
12596,656737,02-02-2022,20222,96840,,0,
12597,656756,02-02-2022,20222,239954,,0,
12598,136104,23-02-2022,230222,134402,,0,
12599,436773,23-02-2022,230222,2675,,0,
12600,436774,23-02-2022,230222,680,15601,1,27-12-2021
12601,436775,23-02-2022,230222,2110,,0,
14909,A495,17-02-2022,170222,495,366400; 858570,2,2022-01-03; 2022-01-10
12603,A000341,23-02-2022,230222,157965,,0,
12604,92,23-02-2022,230222,40950,,0,
12605,93,23-02-2022,230222,29850,,0,
12606,40826,21-02-2022,210222,2175,,0,
12607,136240,21-02-2022,210222,164698,,0,
12608,532424,21-02-2022,210222,310,637622; 711985; 976609,3,2021-12-24; 2022-01-11; 2021-12-28
12609,532423,21-02-2022,210222,290,,0,
12610,532422,21-02-2022,210222,295,1733; 7588; 14453; 731431,4,2022-01-14; 2022-01-12; 2022-01-26; 2022-01-11
12611,436771,21-02-2022,210222,1275,,0,
12612,436772,21-02-2022,210222,1050,373096,1,12-02-2022
12613,A489899,21-02-2022,210222,38880,,0,
12614,104944,21-02-2022,210222,27770,731567,1,18-02-2022
12615,A104944,21-02-2022,210222,101615,,0,
12616,A361585,21-02-2022,210222,120173,,0,
12617,108247,15-01-2022,150122,7945,,0,
12618,9234,15-01-2022,150122,125,,0,
12619,3348,15-01-2022,150122,2330,,0,
12620,97520,15-01-2022,150122,730,3,1,13-01-2022
12621,965,15-01-2022,150122,965,,0,
12622,1230,15-01-2022,150122,1230,5697,1,29-11-2021
12623,81467,15-01-2022,150122,430,892792,1,13-01-2022
12624,81465,15-01-2022,150122,435,,0,
12625,75219,15-01-2022,150122,2130,215567; 366360; 615130; 977376,4,2022-01-04; 2021-11-23; 2021-12-11; 2022-01-13
12626,75218,15-01-2022,150122,17060,977375,1,13-01-2022
12627,4751,15-01-2022,150122,1200,,0,
12628,6342,15-01-2022,150122,60,1693; 1727; 7560; 369709; 369734; 369740; 369749; 369750; 5541684; 858558; 892778,11,2021-12-08; 2022-01-04; 2021-12-14; 2021-11-18; 2021-12-18; 2021-12-24; 2022-01-04; 2022-01-06; 2021-12-18; 2021-12-27; 2021-12-20
12629,6446,15-01-2022,150122,175,7568,1,22-12-2021
4677,88033,21-06-2021,210621,490,420286; 636280,2,2021-05-27; 2021-06-18
12631,49285,15-01-2022,150122,420,1595; 7557; 15616; 731155,4,2021-12-22; 2021-12-11; 2022-01-10; 2021-11-25
12632,49315,15-01-2022,150122,2228,,0,
12633,61652,15-01-2022,150122,35,,0,
12634,41683,15-01-2022,150122,2791,215575,1,13-01-2022
12635,41684,15-01-2022,150122,253,215576,1,13-01-2022
12636,56580,15-01-2022,150122,285,855085; 892788; 976443,3,2022-01-13; 2021-12-29; 2021-12-04
12637,56604,15-01-2022,150122,160,637193,1,13-01-2022
12638,93426,15-01-2022,150122,2500,,0,
11977,9243,31-01-2022,310122,490,15607; 976442,2,2022-01-01; 2021-12-03
12640,130883,06-01-2022,60122,26665,,0,
12641,69152,06-01-2022,60122,45485,289544,1,15-11-2021
12642,14979,06-01-2022,60122,12876,483197,1,04-01-2022
12643,14881,06-01-2022,60122,29593,,0,
12644,A005052,06-01-2022,60122,61105,,0,
3187,63620,14-05-2021,140521,485,289369; 362938,2,2021-04-23; 2021-05-06
12646,50921,23-12-2021,231221,1425,885777,1,30-11-2021
12647,40985,23-12-2021,231221,100,7566; 976444; 976581; 976585,4,2021-12-20; 2021-12-06; 2021-11-03; 2021-11-16
12648,40798,23-12-2021,231221,460,,0,
12649,40872,23-12-2021,231221,27666,,0,
12650,41608,23-12-2021,231221,18010,57744,1,21-12-2021
12651,41609,23-12-2021,231221,28210,57745,1,21-12-2021
12652,95879,23-12-2021,231221,1140,638486; 638597; 885794; 942907,4,2021-10-26; 2021-11-15; 2021-12-20; 2021-10-26
12653,65929,23-12-2021,231221,4270,,0,
12654,385,23-12-2021,231221,385,,0,
12655,A60,23-12-2021,231221,60,1693; 1710; 7560; 368602; 369709; 369734; 5541684; 731234; 892778,9,2021-12-08; 2021-11-16; 2021-12-14; 2021-11-04; 2021-11-18; 2021-12-18; 2021-12-18; 2021-11-09; 2021-12-20
12656,35165,23-12-2021,231221,35165,366925,1,21-12-2021
12657,1700000,09-12-2021,91221,1700000,,0,
12658,953261,08-12-2021,81221,5240,640248,1,05-12-2021
12659,92395,08-12-2021,81221,139490,855309,1,06-12-2021
12660,1665,08-12-2021,81221,1665,892764,1,06-12-2021
12661,1645,08-12-2021,81221,1645,892765,1,06-12-2021
12662,1767,08-12-2021,81221,10180,1767,1,06-12-2021
12663,1768,08-12-2021,81221,7650,,0,
12664,84750,08-12-2021,81221,300,85; 59795; 366753; 636955,4,2021-10-31; 2021-12-01; 2021-10-10; 2021-10-11
12665,78935,27-12-2021,271221,1550,,0,
12666,135244,27-12-2021,271221,135725,,0,
12667,8623,27-12-2021,271221,2020,885786; 885787; 892754,3,2021-12-13; 2021-12-13; 2021-11-25
12668,143701,27-12-2021,271221,600,120479; 976602; 976606,3,2021-11-02; 2021-12-20; 2021-12-23
12669,135347,27-12-2021,271221,213119,977493,1,23-12-2021
12670,49071,27-12-2021,271221,31285,289581,1,23-12-2021
12671,A860522,27-12-2021,271221,40,366370; 855798; 976423,3,2021-12-04; 2021-12-20; 2021-11-11
12672,158055,27-12-2021,271221,158055,,0,
12673,23940,27-12-2021,271221,23940,854339,1,23-12-2021
12674,1080,27-12-2021,271221,1080,,0,
12675,73407,27-12-2021,271221,10250,,0,
12676,4742,27-12-2021,271221,4710,,0,
12677,93544,27-12-2021,271221,8265,,0,
12678,899728,05-01-2022,50122,2985,,0,
12679,489729,05-01-2022,50122,3825,,0,
12680,44650,05-01-2022,50122,3690,,0,
12681,108177,05-01-2022,50122,477624,361869,1,02-01-2022
12682,108178,05-01-2022,50122,468875,361870,1,02-01-2022
12683,130886,05-01-2022,50122,28985,,0,
12684,130887,05-01-2022,50122,47223,,0,
12685,40651,18-01-2022,180122,32885,,0,
12686,3969,18-01-2022,180122,755169,3969,1,15-01-2022
12687,2162,18-01-2022,180122,675,977372,1,31-12-2021
12688,420906,18-01-2022,180122,3140,614891,1,29-11-2021
12689,81469,18-01-2022,180122,315,1722; 373073; 506589; 854337,4,2021-12-01; 2022-01-17; 2021-12-10; 2021-12-14
12690,75221,18-01-2022,180122,2355,366094; 369062; 977379,3,2022-01-14; 2021-11-22; 2022-01-15
3361,46695,10-05-2021,100521,485,289369; 362938,2,2021-04-23; 2021-05-06
12692,4756,18-01-2022,180122,1210,,0,
3546,46115,31-05-2021,310521,485,289369; 362938,2,2021-04-23; 2021-05-06
12694,6344,18-01-2022,180122,120,1734; 7562; 7564; 7577; 7589; 7592; 307864A; 368640; 373053; 858309,10,2022-01-15; 2021-12-16; 2021-12-18; 2021-12-31; 2022-01-13; 2022-01-15; 2022-01-15; 2021-12-13; 2021-12-27; 2021-11-23
12695,23369,18-01-2022,180122,1640,371301,1,15-01-2022
12696,23389,18-01-2022,180122,820,2; 156556; 976590,3,2022-01-12; 2021-11-22; 2021-11-24
10106,99407,21-12-2021,211221,485,120482; 895093,2,2021-11-08; 2021-10-25
12698,49317,18-01-2022,180122,4620,,0,
12699,61654,18-01-2022,180122,20,977602,1,15-01-2022
12700,41686,18-01-2022,180122,1575,215578; 361590; 854338,3,2022-01-15; 2021-12-31; 2021-12-20
12701,56582,18-01-2022,180122,600,226763; 855087; 976602; 976606,4,2022-01-08; 2022-01-15; 2021-12-20; 2021-12-23
10795,24372,07-10-2021,71021,485,511925; 636232,2,2021-10-05; 2021-08-16
12703,93428,18-01-2022,180122,3515,,0,
12704,93404,18-01-2022,180122,700,373055,1,27-12-2021
12705,69171,25-01-2022,250122,30800,,0,
12706,16545,25-01-2022,250122,16545,57777,1,21-01-2022
12707,16357,25-01-2022,250122,12945,,0,
12708,600,25-01-2022,250122,600,6; 226763; 855087; 892800; 976602; 976606,6,2022-01-19; 2022-01-08; 2022-01-15; 2022-01-21; 2021-12-20; 2021-12-23
12709,A855093,25-01-2022,250122,530,7551,1,05-12-2021
12710,A000212,25-01-2022,250122,1100,226748; 371030; 507549,3,2021-12-10; 2021-12-28; 2022-01-15
12711,873406,25-01-2022,250122,2930,874306,1,21-01-2022
12712,IKD21614588,06-12-2021,61221,1674656,IKD2161458,1,04-12-2021
12713,IIKD2159807,06-12-2021,61221,1500228,IKD2159807,1,04-12-2021
12714,112741,10-01-2022,100122,1104,,0,
12715,40638,10-01-2022,100122,49495,,0,
12716,134797,10-01-2022,100122,1005,366387; 731154; 731404,3,2021-12-21; 2021-11-24; 2021-11-26
12717,2155,10-01-2022,100122,290,977553,1,02-12-2021
12718,3959,10-01-2022,100122,1583144,3959,1,05-01-2022
12719,420196,10-01-2022,100122,1590,6160; 57929; 615129,3,2021-11-23; 2022-01-07; 2021-12-10
12720,97515,10-01-2022,100122,325,367533; 368615; 892785; 976450; 977926,5,2021-11-13; 2021-11-17; 2021-12-27; 2021-12-14; 2022-01-01
12721,3343,10-01-2022,100122,2975,,0,
12722,108242,10-01-2022,100122,13425,,0,
12723,490,10-01-2022,100122,490,96; 15607; 976429; 976436; 976442,5,2021-11-12; 2022-01-01; 2021-11-12; 2021-11-24; 2021-12-03
12724,460,10-01-2022,100122,460,,0,
12725,6339,10-01-2022,100122,315,1722; 368613; 506589; 854337,4,2021-12-01; 2021-11-16; 2021-12-10; 2021-12-14
12726,6441,10-01-2022,100122,60,1693; 1710; 1727; 7560; 369709; 369734; 369740; 369749; 369750; 5541684; 858558; 892778,12,2021-12-08; 2021-11-16; 2022-01-04; 2021-12-14; 2021-11-18; 2021-12-18; 2021-12-24; 2022-01-04; 2022-01-06; 2021-12-18; 2021-12-27; 2021-12-20
12727,23380,10-01-2022,100122,1825,,0,
12728,49280,10-01-2022,100122,390,369745; 858552; 987177,3,2021-12-30; 2021-12-20; 2022-01-05
12729,49310,10-01-2022,100122,6615,419780,1,03-12-2021
12730,12733,29-01-2022,290122,255,637189; 857244; 892795,3,2022-01-03; 2022-01-27; 2022-01-17
12731,A840101,29-01-2022,290122,61460,,0,
12732,16363,29-01-2022,290122,25825,,0,
12733,16362,29-01-2022,290122,23675,,0,
11661,993774,30-10-2021,301021,485,511925; 895093,2,2021-10-05; 2021-10-25
12735,A320,29-01-2022,290122,320,368637; 373061; 638341,3,2021-12-10; 2022-01-03; 2021-12-18
12736,4892169,29-01-2022,290122,11170,,0,
12737,79781,04-02-2022,40222,22900,,0,
12738,104897,04-02-2022,40222,6416,,0,
12739,6377,04-02-2022,40222,210,7565; 7587; 368634; 368650; 373079; 855086,6,2021-12-19; 2022-01-10; 2021-12-07; 2021-12-23; 2022-01-24; 2022-01-14
12740,20004,04-02-2022,40222,1230,,0,
12741,56133,04-02-2022,40222,22405,363762,1,02-02-2022
12742,14952,04-02-2022,40222,10053,483226,1,02-02-2022
12743,14902,04-02-2022,40222,21477,484419,1,02-02-2022
12744,96883,04-02-2022,40222,103180,,0,
12745,23961,04-02-2022,40222,5850,374379,1,02-02-2022
12746,69383,01-02-2022,10222,13770,977391,1,29-01-2022
12747,A915197,01-02-2022,10222,1479641,,0,
8528,480,17-08-2021,170821,480,83940; 976324,2,2021-08-12; 2021-07-07
12749,4770,01-02-2022,10222,1685,83706,1,10-01-2022
15094,14058,31-03-2022,310322,480,6654; 14826,2,2022-03-07; 2022-03-04
12751,23328,01-02-2022,10222,915,,0,
12752,49297,01-02-2022,10222,35,,0,
12753,49477,01-02-2022,10222,10635,,0,
12754,77655,01-02-2022,10222,240,368635; 506591; 892794,3,2021-12-08; 2021-12-13; 2022-01-15
15526,14044,16-03-2022,160322,480,6654; 14826,2,2022-03-07; 2022-03-04
12756,77656,01-02-2022,10222,345,18; 892799; 976603,3,2022-01-28; 2022-01-20; 2021-12-20
12757,61664,01-02-2022,10222,255,637189; 857244; 892795,3,2022-01-03; 2022-01-27; 2022-01-17
12758,41646,01-02-2022,10222,14895,57785,1,29-01-2022
12759,41700,01-02-2022,10222,3326,215592,1,29-01-2022
12760,56716,01-02-2022,10222,250,,0,
12761,56612,01-02-2022,10222,365,20651,1,29-01-2022
12762,56595,01-02-2022,10222,355,855100,1,29-01-2022
12763,93418,01-02-2022,10222,6720,483203,1,10-01-2022
12764,93442,01-02-2022,10222,3385,,0,
15868,94970,10-03-2022,100322,480,6654; 14826,2,2022-03-07; 2022-03-04
12766,A120,01-02-2022,10222,120,1734; 1740; 7562; 7564; 7577; 7589; 7592; 7599; 307864A; 368640; 373053; 373082; 373085; 855097,14,2022-01-15; 2022-01-25; 2021-12-16; 2021-12-18; 2021-12-31; 2022-01-13; 2022-01-15; 2022-01-22; 2022-01-15; 2021-12-13; 2021-12-27; 2022-01-28; 2022-01-31; 2022-01-27
12767,20630,01-02-2022,10222,20630,366964,1,28-01-2022
12768,A307864,01-02-2022,10222,47904,307864B,1,25-01-2022
12769,79780,01-02-2022,10222,35080,,0,
12770,A008111,02-02-2022,20222,18110,,0,
12771,436755,02-02-2022,20222,990,367582,1,08-12-2021
9141,32235,26-10-2021,261021,475,120459; 805288,2,2021-10-07; 2021-10-22
12773,490102,02-02-2022,20222,3485,57916,1,27-12-2021
12774,490103,02-02-2022,20222,5520,,0,
12775,6318,23-02-2022,230222,3865,,0,
10311,436713,24-12-2021,241221,475,371025; 639793,2,2021-12-23; 2021-10-27
12777,1612,23-02-2022,230222,1955,,0,
12778,14964,23-02-2022,230222,21280,,0,
12779,14914,23-02-2022,230222,40041,,0,
12780,A370010,23-02-2022,230222,213045,,0,
12781,135163,23-02-2022,230222,45520,,0,
12782,135164,23-02-2022,230222,33080,,0,
12783,138,21-02-2022,210222,5316,,0,
12784,45661,21-02-2022,210222,42360,,0,
12785,A64893,21-02-2022,210222,3960,,0,
12786,64897,21-02-2022,210222,1580,373952,1,24-01-2022
12787,1020,21-02-2022,210222,1020,,0,
12788,6390,21-02-2022,210222,845,731445,1,01-02-2022
12789,6316,21-02-2022,210222,1170,,0,
12790,56149,21-02-2022,210222,15780,363778,1,18-02-2022
12791,56117,21-02-2022,210222,2835,57945,1,22-01-2022
12213,A475,27-01-2022,270122,475,15267; 371025,2,2022-01-23; 2021-12-23
12793,14962,21-02-2022,210222,12885,,0,
12794,14912,21-02-2022,210222,20858,484435,1,18-02-2022
15182,21859,15-03-2022,150322,475,15267; 21859,2,2022-01-23; 2022-03-11
12796,810,21-02-2022,210222,810,,0,
12797,A000239,21-02-2022,210222,2579,,0,
12798,93402,15-01-2022,150122,365,,0,
12799,10625,15-01-2022,150122,10625,366948,1,13-01-2022
16766,475,23-03-2022,230322,475,15267; 21859,2,2022-01-23; 2022-03-11
12801,37727,15-02-2022,150222,4510,,0,
12802,37724,15-02-2022,150222,1905,,0,
12803,37770,15-02-2022,150222,142880,,0,
12804,257325,15-02-2022,150222,200,1731; 373171; 976612; 976632,4,2022-01-12; 2022-02-11; 2021-12-31; 2022-02-11
12805,136409,15-02-2022,150222,229594,,0,
12806,262244,15-02-2022,150222,33990,289630,1,11-02-2022
12807,12105,15-02-2022,150222,12105,,0,
12808,532416,15-02-2022,150222,565,507543,1,07-01-2022
12809,532417,15-02-2022,150222,655,20663,1,14-02-2022
12810,436765,15-02-2022,150222,545,226782; 374355; 890475,3,2022-01-27; 2022-01-10; 2021-12-18
12811,436766,15-02-2022,150222,1005,366387,1,21-12-2021
12812,3516,15-02-2022,150222,11340,,0,
12813,40636,06-01-2022,60122,76565,,0,
12814,134795,06-01-2022,60122,1250,,0,
12815,9861899,06-01-2022,60122,30,1724; 7574; 59790; 369702; 369703; 369704; 369710; 373060; 976437; 976610,10,2021-12-31; 2021-12-28; 2021-11-24; 2021-11-10; 2021-11-10; 2021-11-12; 2021-11-20; 2022-01-03; 2021-11-25; 2021-12-29
12816,815253,06-01-2022,60122,60,1693; 1710; 1727; 7560; 369709; 369734; 369740; 369749; 5541684; 731234; 858558; 892778,12,2021-12-08; 2021-11-16; 2022-01-04; 2021-12-14; 2021-11-18; 2021-12-18; 2021-12-24; 2022-01-04; 2021-12-18; 2021-11-09; 2021-12-27; 2021-12-20
12817,108240,06-01-2022,60122,15880,,0,
12818,3340,06-01-2022,60122,6375,483180,1,18-12-2021
12819,97513,06-01-2022,60122,1080,,0,
7007,5718,15-09-2021,150921,470,363974; 639763,2,2021-09-07; 2021-09-13
12821,420,06-01-2022,60122,420,1595; 7557; 731155,3,2021-12-22; 2021-12-11; 2021-11-25
12822,731430,06-01-2022,60122,1460,,0,
12823,6440,06-01-2022,60122,60,1693; 1710; 1727; 7560; 369709; 369734; 369740; 369749; 5541684; 731234; 858558; 892778,12,2021-12-08; 2021-11-16; 2022-01-04; 2021-12-14; 2021-11-18; 2021-12-18; 2021-12-24; 2022-01-04; 2021-12-18; 2021-11-09; 2021-12-27; 2021-12-20
12824,23359,06-01-2022,60122,1020,892768,1,09-12-2021
12825,A406853,09-12-2021,91221,34985,,0,
7017,470,15-09-2021,150921,470,363974; 639763,2,2021-09-07; 2021-09-13
12827,135499,09-12-2021,91221,55,,0,
12828,17949,09-12-2021,91221,1180,120485; 731134; 856435,3,2021-11-09; 2021-10-25; 2021-10-16
12829,135228,09-12-2021,91221,127883,,0,
12830,135938,09-12-2021,91221,241840,977477,1,07-12-2021
12831,782456,09-12-2021,91221,46370,289565,1,07-12-2021
12832,2930,09-12-2021,91221,2930,,0,
12833,220111,09-12-2021,91221,220111,,0,
12834,44631,09-12-2021,91221,3795,,0,
12835,108794,08-12-2021,81221,1694,,0,
12836,130980,08-12-2021,81221,53215,,0,
12837,130979,08-12-2021,81221,80730,,0,
12838,A003793,08-12-2021,81221,52763,,0,
12839,87400,08-12-2021,81221,3654929,,0,
12840,A633718,08-12-2021,81221,4720,,0,
12841,2920,08-12-2021,81221,27030,,0,
12842,1692,08-12-2021,81221,2190,892751,1,24-11-2021
12843,2884,08-12-2021,81221,843,,0,
12844,1346,08-12-2021,81221,1785,10346,1,06-12-2021
12845,40976,08-12-2021,81221,1040,856447,1,28-10-2021
12846,40788,08-12-2021,81221,1405,,0,
12847,40862,08-12-2021,81221,43956,,0,
12848,137,08-12-2021,81221,137,1576,1,06-12-2021
12849,A573056,08-12-2021,81221,130,9001; 156563; 976578,3,2021-12-07; 2021-12-02; 2021-10-29
12850,B573056,08-12-2021,81221,390,91; 638273; 731128; 805297; 848519; 856432,6,2021-11-08; 2021-10-11; 2021-10-15; 2021-11-01; 2021-11-09; 2021-10-13
12851,44642,27-12-2021,271221,1685,,0,
12852,130876,27-12-2021,271221,42440,,0,
12853,69140,27-12-2021,271221,34705,,0,
16687,A553683,24-03-2022,240322,470,15290; 20756,2,2022-02-15; 2022-02-04
12855,54447,27-12-2021,271221,14259,,0,
12856,54419,27-12-2021,271221,7811,483185,1,23-12-2021
12857,86015,27-12-2021,271221,86015,858740,1,23-12-2021
12858,A729426,27-12-2021,271221,460,,0,
12859,69150,05-01-2022,50122,24070,,0,
12860,69151,05-01-2022,50122,12790,,0,
12861,69178,05-01-2022,50122,966,,0,
5277,88011,27-04-2021,270421,465,507579; 636556,2,2021-04-13; 2021-04-23
12863,14880,05-01-2022,50122,23756,,0,
12864,14973,05-01-2022,50122,16598,,0,
10181,62079,27-10-2021,271021,465,156386; 638281,2,2021-10-25; 2021-10-18
12866,66106,05-01-2022,50122,190,156396; 368639; 369737; 731235,4,2021-11-08; 2021-12-13; 2021-12-21; 2021-11-09
12867,3240,05-01-2022,50122,3240,367821,1,03-01-2022
12868,14210,18-01-2022,180122,14210,366950,1,14-01-2022
10798,84725,27-10-2021,271021,465,156386; 638281,2,2021-10-25; 2021-10-18
12870,1346940.16,18-01-2022,180122,1346940.16,,0,
12871,1362624.75,18-01-2022,180122,1362624.75,,0,
12872,1644107.18,18-01-2022,180122,1644107.18,,0,
12873,1372512,18-01-2022,180122,1372512,,0,
13726,56597,03-02-2022,30222,465,20752; 368645,2,2022-02-01; 2021-12-18
12875,93504,03-01-2022,30122,22430,,0,
12876,44648,03-01-2022,30122,1150,226754,1,22-12-2021
14134,976780,08-02-2022,80222,465,20752; 368645,2,2022-02-01; 2021-12-18
12878,A96847,03-01-2022,30122,409380,361867,1,31-12-2021
12879,126179,25-01-2022,250122,1116,,0,
7838,66723,14-09-2021,140921,460,561744; 636221,2,2021-08-04; 2021-07-30
12881,126206,25-01-2022,250122,22255,,0,
12882,44456,25-01-2022,250122,44880,,0,
12883,3975,25-01-2022,250122,953274,3975,1,21-01-2022
12884,815270,25-01-2022,250122,30,1724; 1738; 7574; 7591; 373060; 373066; 373077; 637634; 858340; 858342; 976610,11,2021-12-31; 2022-01-21; 2021-12-28; 2022-01-15; 2022-01-03; 2022-01-10; 2022-01-22; 2022-01-13; 2022-01-07; 2022-01-11; 2021-12-29
12885,815359,25-01-2022,250122,1570,,0,
12886,69376,25-01-2022,250122,3985,977384,1,21-01-2022
12887,81473,25-01-2022,250122,355,,0,
12888,4762,25-01-2022,250122,505,,0,
7931,1054,15-07-2021,150721,460,505096; 858253,2,2021-07-07; 2021-07-12
12890,23395,25-01-2022,250122,1400,224797,1,18-12-2021
12891,23301,25-01-2022,250122,925,371308,1,21-01-2022
12892,49292,25-01-2022,250122,555,59711,1,23-12-2021
12893,49392,25-01-2022,250122,4541,,0,
12262,99640,21-02-2022,210222,460,373177; 731446,2,2022-02-17; 2022-02-04
12895,41692,25-01-2022,250122,1785,10346; 116921; 215584; 289598,4,2021-12-06; 2021-12-08; 2022-01-21; 2022-01-10
12896,CDDO8831,04-12-2021,41221,8831,,0,
12897,CDDO5271,04-12-2021,41221,5271,,0,
12898,135495,04-12-2021,41221,2135,,0,
15486,14056,30-03-2022,300322,460,373177; 731446,2,2022-02-17; 2022-02-04
12900,98848,04-12-2021,41221,135773,858899,1,02-12-2021
12901,650465,04-12-2021,41221,67155,289560,1,02-12-2021
12902,1925,04-12-2021,41221,1925,8007,1,15-11-2021
12903,12096,04-12-2021,41221,7480,,0,
12904,73386,04-12-2021,41221,17550,,0,
12905,41677,10-01-2022,100122,1475,215569; 367544; 731413; 977363,4,2022-01-06; 2021-11-26; 2021-12-10; 2021-12-18
12906,B000307,10-01-2022,100122,32070,,0,
12907,95944,10-01-2022,100122,3620,,0,
12908,95895,10-01-2022,100122,1470,892770,1,13-12-2021
7749,4249,26-07-2021,260721,455,120391; 636595,2,2021-07-22; 2021-07-03
12910,B90,10-01-2022,100122,90,1714; 7578; 369707; 369711; 369713; 369718; 369739; 369744; 373064; 373065; 858553,11,2021-11-22; 2022-01-01; 2021-11-15; 2021-11-20; 2021-11-22; 2021-11-29; 2021-12-23; 2021-12-29; 2022-01-06; 2022-01-07; 2021-12-20
12911,16175,10-01-2022,100122,16175,366941,1,06-01-2022
12912,6322,29-01-2022,290122,3027,374117,1,27-01-2022
12913,6323,29-01-2022,290122,2997,374118,1,27-01-2022
12914,126208,29-01-2022,290122,152159,,0,
12915,126181,29-01-2022,290122,4662,,0,
12916,126165,29-01-2022,290122,6825,57899,1,13-12-2021
12917,2168,29-01-2022,290122,95,7563,1,17-12-2021
12918,2169,29-01-2022,290122,290,977553,1,02-12-2021
12919,815319,29-01-2022,290122,1940,942933,1,01-12-2021
12920,815930,29-01-2022,290122,1640,371301,1,15-01-2022
12921,815276,29-01-2022,290122,300,1692; 1741; 7561; 59795,4,2021-12-08; 2022-01-27; 2021-12-15; 2021-12-01
12922,69380,29-01-2022,290122,13960,977388,1,27-01-2022
12923,69381,29-01-2022,290122,8800,977389,1,27-01-2022
12924,323845,04-02-2022,40222,1530,,0,
12925,126170,04-02-2022,40222,3466,373963,1,02-02-2022
12926,126213,04-02-2022,40222,42277,,0,
12927,44463,04-02-2022,40222,76285,,0,
12928,3987,04-02-2022,40222,950156,3987,1,02-02-2022
14928,21862,24-03-2022,240322,455,8551; 21862,2,2022-01-30; 2022-03-22
6022,5713,06-09-2021,60921,450,636250; 853672,2,2021-09-01; 2021-07-29
8482,133602,03-09-2021,30921,450,636250; 853672,2,2021-09-01; 2021-07-29
12755,77657,01-02-2022,10222,450,226780; 892798,2,2022-01-24; 2022-01-19
12933,9262,04-02-2022,40222,4205,,0,
12934,67760,04-02-2022,40222,13015,,0,
12935,9247,04-02-2022,40222,645,885799,1,24-12-2021
12936,9282,04-02-2022,40222,435,23,1,02-02-2022
